1;38534;maryland state police;http://www.mdsp.org;01/03/2006 23:48;1141256880;0
2;38534;harford county sheriff;http://www.harfordsheriff.org;01/03/2006 23:55;1141257300;0
3;38534;aberdeen police department in maryland;http://www.aberdeen-md.org;01/03/2006 23:59;1141257540;0
4;145978;type search words keywords or web addresses here;;01/03/2006 11:07;1141211220;1
5;145978;perks;;24/05/2006 11:57;1148468220;2
6;258919;jeep;;01/03/2006 17:29;1141234140;3
7;258919;mopar electronic ignition;http://www.allpar.com;01/03/2006 17:35;1141234500;3
8;258919;mopar electronic ignition;http://www.mopar.com;01/03/2006 17:35;1141234500;3
9;258919;mopar minneapolis;http://www.drivewire.com;01/03/2006 18:08;1141236480;3
10;258919;mopar minneapolis;;01/03/2006 18:23;1141237380;3
11;258919;napa auto parts;http://www.napaonline.com;01/03/2006 18:26;1141237560;3
12;258919;chrysler perfomance minnesota;http://www.domestictunerz.com;01/03/2006 18:42;1141238520;3
13;258919;chrysler perfomance minnesota;;01/03/2006 18:45;1141238700;3
14;258919;chrysler perfomance minnesota;http://www.streetperformance.com;01/03/2006 18:47;1141238820;3
15;258919;b b king;;01/03/2006 18:52;1141239120;4
16;258919;flamingo hotel las vegas;http://www.caesars.com;01/03/2006 19:08;1141240080;4
17;258919;las vegas;http://www.lvol.com;01/03/2006 19:13;1141240380;4
18;258919;deal or no deal;http://www.nbc.com;01/03/2006 19:25;1141241100;5
19;258919;bill kirchen;http://www.billkirchen.com;04/03/2006 11:24;1141471440;6
20;258919;c d universe;http://www.cduniverse.com;04/03/2006 11:41;1141472460;6
21;258919;global payments network;;04/03/2006 15:01;1141484460;7
22;258919;chrysler c body;http://c-body.gunnars.net;05/03/2006 10:22;1141554120;8
23;258919;chrysler c body;http://www.1962to1965mopar.ornocar.com;05/03/2006 10:36;1141554960;8
24;258919;chrysler c body;http://www.goodmarkindustries.com;05/03/2006 10:36;1141554960;8
25;258919;chrysler c body;http://www.degeneratepress.com;05/03/2006 10:36;1141554960;8
26;258919;columbia park medical clinic;http://www.cpmg.org;08/03/2006 18:36;1141842960;9
27;258919;minnesota twins;http://twins.mlb.com;09/03/2006 19:26;1141932360;10
28;258919;americawest;http://www.americawest.com;09/03/2006 19:39;1141933140;11
29;258919;sheradon performance;;10/03/2006 17:48;1142012880;12
30;258919;sheradon performance hugo mn mopar;;10/03/2006 17:49;1142012940;12
31;258919;performance hugo mn mopar;http://www.sharadon.com;10/03/2006 17:51;1142013060;12
32;258919;performance hugo mn mopar;http://www.danddracerestoration.com;10/03/2006 17:51;1142013060;12
33;258919;performance hugo mn mopar;;10/03/2006 18:14;1142014440;12
34;258919;1966 chrysler new yorker;http://c-body.gunnars.net;10/03/2006 18:20;1142014800;12
35;258919;1966 chrysler new yorker;;13/03/2006 17:34;1142271240;13
36;258919;1966 chrysler new yorker;;13/03/2006 17:35;1142271300;13
